player_name,position,team,conf,games_played,game_min_%,pts_per_game,field_goal_% ,3_pt_%,Free_throw_%,offensive_rebound_per_game,defensive_ rebound_per_game,AST_per_game,stl_per_game,blk_per_game,offensive_rating,usage,classification,year
Sedrick Altman,Wing G,Rider,MAAC,24,66.6,8.0769,50.3,0.226,0.585,2.8,10.3,13,1.6,1.4,98.5,15.8,Jr,2022
Lance Coleman II,Wing G,Cal St. Northridge,BW,7,23.6,13.875,48.2,0.333,0.909,1.6,12.9,3.3,0.9,0.6,99.9,21.2,Sr,2022
Ben Moffat,PF/C,Rice,CUSA,4,1.5,1.1429,25,0,0,7.8,7.4,0,0,0,69.9,12.3,Jr,2022
Owen McCormack,Stretch 4,Presbyterian,BSth,21,78.6,9.4545,53.2,0.326,0.75,7.7,12.4,12.7,1.1,1.1,112.5,16,Jr,2022
Tommy Bruner,Scoring PG,Jacksonville,ASun,21,76.8,13.619,47.4,0.327,0.81,2.1,8.5,29.4,1.8,0,92.8,27.5,Jr,2022
Wilfried Likayi,Stretch 4,Coastal Carolina,SB,14,30.1,6.2941,54.8,0.289,0.583,6.8,12.7,5.4,0.9,1.7,119.2,17,Sr,2022
Khydarius Smith,C,USC Upstate,BSth,21,34.4,5.5455,70.4,0,0.64,4.7,23.3,2.4,0.4,3.7,113.7,16,Jr,2022
Garrick Green,Stretch 4,Coastal Carolina,SB,22,59.2,8,52.2,0.324,0.563,10.3,13.5,6.3,1.4,2.3,102,18.6,Sr,2022
Keishawn Brewton,Combo G,Buffalo,MAC,11,17.9,5.9167,41.3,0.304,0.615,1.7,6.5,10.7,1.5,0.5,95.3,18.5,Sr,2022
Tristen Newton,Scoring PG,East Carolina,Amer,16,69.2,8.7059,40.8,0.273,0.882,3.5,11.5,26.9,2,1.3,92.8,19.2,Jr,2022
Sean Sutherlin,,Minnesota,B10,27,81.6,,43.3,0.259,0.58,5,24.1,17.4,1.8,1.4,82.7,26.3,Sr,2022
Brandon Suggs,Wing G,East Carolina,Amer,17,59.9,9.5556,47.5,0.324,0.646,4.3,15,17.8,2,2.7,91.8,22.5,Jr,2022
Logan Curtis,,Delaware,CAA,21,11.7,,40.2,0.31,0,3.1,7,9.4,1.9,0.8,82.5,15.4,So,2022
Wendell Moore Jr.,Wing G,Duke,ACC,24,68.1,9.7083,47.1,0.301,0.848,4.9,15.5,16.3,2.5,0.6,101.9,20.9,Jr,2022
Ben Hendriks,C,Ball St.,MAC,17,16,2.2353,68,0,0.333,8.3,17.5,4.9,0.4,3.5,99.8,14,Jr,2022
Nick Johnson,Wing G,New Hampshire,AE,18,63,7.9474,46.2,0.35,0.469,4.1,17.2,10.9,2,1.8,89.5,19.8,So,2022
Jacob Groves,Wing F,Oklahoma,B12,23,54.7,9.25,59.7,0.366,0.778,5.5,15.6,8.3,1.2,0.6,111.8,19.1,Jr,2022
Oscar Tshiebwe,C,Kentucky,SEC,10,16.9,8.5,52.3,0,0.607,20.4,23.2,7.3,1.1,2.2,112.9,22.9,Jr,2022
B. Artis White,Combo G,Western Michigan,MAC,18,71,14.3158,58.3,0.421,0.78,1.9,11.8,17,1.7,0.6,105.1,23.9,Jr,2022
Sean McNeil,Wing G,West Virginia,B12,29,72.6,12.2414,52.7,0.388,0.889,1,7.4,5.5,1,0,116.4,16.9,Sr,2022
J'Wan Roberts,PF/C,Houston,Amer,24,19.3,1.92,51.9,0,0.588,14.4,25,4.9,2,6.8,115,11.1,So,2022
D.J. Jeffries,Wing F,Mississippi St.,SEC,28,64.1,9.8571,49.6,0.352,0.562,5.7,16,14.7,2,4,95.6,21.6,Jr,2022
Akrum Ahemed,Wing G,Canisius,MAAC,9,18.7,1.8889,33.3,0.2,1,2.2,8.6,7.2,1.2,0,91.4,11.4,Jr,2022
Jake Kyman,Wing G,UCLA,P12,31,24.6,3.0323,47.9,0.346,0.667,1.5,10.3,8.1,1.9,0,99.9,16.1,Jr,2022
Harry Morrice,PF/C,North Carolina A&T,MEAC,16,23,3.8889,52.7,0.625,0.5,7.5,14.1,2.5,0.6,4.9,94.5,17.5,Jr,2022
Russell Jones Jr.,Combo G,Winthrop,BSth,23,32.3,4.8696,41.5,0.333,0.75,5.4,10.3,17.9,3.1,0,106.8,19.7,Jr,2022
Jamal King,Stretch 4,Winthrop,BSth,24,26.3,3.625,46.5,0.286,0.467,7,14,6,2.3,3,98,17.8,Jr,2022
Marko Lukic,Wing G,Little Rock,SB,24,60.5,9.68,53.1,0.349,0.797,2.9,7.5,10.4,2,0.6,108.4,19.1,Jr,2022
Ralph Agee,C,Rutgers,B10,18,63.6,11.1,57.1,0,0.603,5.2,14.3,5.2,0.8,1,94.9,22.1,Sr,2022
Isaiah Lewis,Wing G,Northern Arizona,BSky,20,41.7,4.1,43,0.385,0.618,7,13.5,13.1,1.5,0.4,88.5,17.8,Jr,2022
Isaiah Gross,Wing G,Coppin St.,MEAC,14,13.5,2.5,30.3,0.172,0.667,1.7,9.5,0,1.3,0,73.5,18.4,So,2022
Trever Irish,C,Long Beach St.,BW,18,33.6,4.6111,55.4,0,0.579,7.5,16.9,3.3,0.9,6.2,97.2,17.6,Sr,2022
Arnold Henderson VI,Wing G,VCU,A10,5,0.6,0,0,0,0,0,36.9,0,0,0,0,26.4,Jr,2022
Hason Ward,C,VCU,A10,26,53.5,6.4231,58.3,0,0.733,9,18.2,9.1,1.6,12.1,109.2,16.1,Jr,2022
TJ Nagy,Wing G,Wright St.,Horz,8,2.1,0.625,150,1,1,0,14.9,0,0,4.7,142.5,6.6,Jr,2022
John-Michael Wright,Combo G,High Point,BSth,22,76.3,20.7273,48.5,0.343,0.779,4.4,14.1,25.4,2.8,1.3,109.1,31.3,Jr,2022
Brenden Tucker,Combo G,College of Charleston,CAA,17,62.7,9.3684,43.1,0.387,0.739,2.8,6.4,10,2,0.6,94,24.3,Jr,2022
Trevon Reddish,Wing G,Presbyterian,BSth,20,75.3,10.1,47.2,0.333,0.623,3.8,11.7,18.2,1.9,1.4,90.7,21.7,Jr,2022
Dan Petcash,Wing G,Binghamton,AE,18,74,8.0556,51.7,0.365,0.8,3.3,17.2,7.9,1.7,1.8,101.2,15.2,Jr,2022
Justin Moore,Wing G,Villanova,BE,25,81.5,12.88,51.7,0.31,0.778,1.2,14.1,17.9,1.2,1.3,108.7,21.1,Jr,2022
Chris Arcidiacono,Scoring PG,Villanova,BE,13,11,0.9231,37.5,0.25,0.6,3.2,11,11.5,1.1,0,94,9.9,Jr,2022
Dane Quest,Wing G,Tennessee Tech,OVC,26,45,3.7692,44.3,0.333,0.677,5.8,13.6,11.5,0.9,0.9,92.1,14.5,Jr,2022
Lok Wur,PF/C,Oregon,P12,11,5.4,1.5455,53.8,0.333,0.75,10.1,14.1,2.7,0,5.7,92.1,18.3,So,2022
C.J. Walker,C,UCF,Amer,21,58.4,7.0476,45.2,0.143,0.581,7.6,15,7.3,2.1,7.6,94.7,17.6,Jr,2022
Chandler Lawson,Wing F,Memphis,Amer,28,45.3,4.3571,53.1,0.364,0.5,6.1,14,7.3,1.6,2.8,103.3,14.4,Jr,2022
Boo Buie,Pure PG,Northwestern,B10,23,67.1,10.3333,45.9,0.358,0.774,0.9,8.3,29.9,1.3,0.2,96.7,24.2,Jr,2022
Christian Ray,Wing F,La Salle,A10,24,62.8,7.52,55.5,0.302,0.51,9.7,19,10.5,2.2,0.9,107.3,17.4,Jr,2022
Noah Carter,Stretch 4,Northern Iowa,MVC,23,68.4,11.24,55.5,0.327,0.745,4.3,20.3,7.8,1.6,2.1,110.5,18.9,Jr,2022
Romar Reid,Scoring PG,Manhattan,MAAC,16,17.6,1.75,47.4,0.308,0.714,0.7,7.6,14.3,1.6,0,102.6,11.3,Jr,2022
Adam Cisse,,Manhattan,MAAC,20,5.1,,30,0,0.833,15.4,11.2,0,3.8,7.4,99.3,13,So,2022
James Betz,Stretch 4,Northern Iowa,MVC,19,19.5,3.8,44.6,0.3,0.667,7.5,10.8,10.3,1.3,3.4,95.7,21,Jr,2022
Filippos Gkogkos,PF/C,Miami FL,ACC,4,0.6,0,0,0,0,16.4,0,0,0,0,56.9,8.2,Jr,2022
Lenny Ricca,Combo G,Florida Gulf Coast,ASun,1,0.3,1,0,0,0,0,0,0,0,0,0,19.3,Jr,2022
Cyrus Largie,Wing G,Florida Gulf Coast,ASun,16,74.4,13.3889,58.4,0.368,0.68,5.4,15.4,9.2,1.6,1.3,111.5,20.4,Jr,2022
Chance Jackson,PF/C,Florida Gulf Coast,ASun,1,0.3,2,0,0,0,0,0,0,0,0,0,0,Jr,2022
Derek Krogmann,Wing F,Northern Iowa,MVC,6,1.2,0.25,50,0,0,0,22.1,0,0,0,104.4,8,So,2022
Tre Williams,PF/C,Duquesne,A10,24,76.8,9.04,53.1,0.3,0.52,7.8,16.5,6.2,1.6,5.5,95.3,18.4,Jr,2022
Jelly Walker,Pure PG,UAB,CUSA,23,83.7,13.0435,45.7,0.326,0.826,1.4,5.2,32.9,3,0.2,97.8,24.3,Sr,2022
Paxson Wojcik,Wing G,Brown,Ivy,13,5.1,2.4667,60.9,0.444,0.8,4.6,13,15.3,2.1,0,118,24.5,Jr,2022
Keith Clemons,Combo G,Loyola Chicago,MVC,29,59.7,7.5333,57.9,0.449,0.745,0.8,6.9,10.8,2.3,0.2,114.5,16,Sr,2022
Alec Zaccardo,PF/C,Tulane,Amer,2,0.1,1,100,0,0,0,113.9,0,0,0,200,20,Sr,2022
EJ Bellinger,Wing G,Belmont,OVC,26,18.5,3.0741,55.6,0.394,0.75,7.1,19.2,13.5,2.6,1,106.4,20.2,Jr,2022
Avery Felts,Combo G,Arkansas St.,SB,20,32.7,4.087,54.4,0.346,0.875,1.7,8.2,12.9,2.1,0,107,14.7,So,2022
Malcolm Farrington,Combo G,Arkansas St.,SB,18,37.3,7.4,56.7,0.427,0.818,1.1,5.8,5.4,1.7,0.3,107.1,17.6,So,2022
Tray Jackson,PF/C,Seton Hall,BE,3,1.3,1.3333,25,0,1,25.2,8.3,0,4.2,0,79.9,27.7,Jr,2022
Prosper Obidiebube,C,Longwood,BSth,1,0.2,3.6667,0,0,0,58,0,0,0,0,36.6,20,Jr,2022
Joe Pridgen,Wing F,Northeastern,CAA,13,68.8,12.0714,58.1,0.333,0.643,10,18.1,10.4,1.9,2.2,112.3,18.7,Jr,2022
Grant Ledford,Scoring PG,Chattanooga,SC,1,1.4,3,30,0.333,0,8.3,0,0,4.2,0,76.8,17.6,Jr,2022
Jason Holliday,,Southern,SWAC,28,21.2,,26.9,0.143,0.273,1.9,11.1,3.1,1.3,2.2,42.4,7.3,Sr,2022
Vito Cubrilo,Combo G,Northeastern,CAA,15,18.8,1.9333,37.1,0.263,0.75,2.6,5.5,7.8,2.4,0,66.6,18.7,Jr,2022
Sam Freeman,C,Pacific,WCC,18,10.6,1.0556,50,0,0.625,8.1,15.2,3,0.5,4.8,88.1,11.2,Jr,2022
Isaiah Powell,Wing F,Vermont,AE,15,66.7,7.6,56.2,0.387,0.875,5.7,17.4,10.9,0.7,0.3,113.9,15,Sr,2022
Jubrile Belo,C,Montana St.,BSky,21,64,13.9565,59.5,0,0.74,10.9,18.9,9,1.2,5.9,113,26.3,Sr,2022
Tyson Walker,Pure PG,Michigan St.,B10,19,86.5,18.7895,51.8,0.354,0.772,1.9,7.9,33.8,4.1,0.2,104.1,31.4,Jr,2022
Dakota Rivers,PF/C,Florida Gulf Coast,ASun,16,44.1,6.8889,53,0.298,0.6,9.5,10.9,2.2,1.2,10.9,103.1,19.7,Jr,2022
Qwanzi Samuels,Wing F,George Washington,A10,2,0.8,3.3333,33.3,0,0,0,42.5,0,11.2,0,50.7,35.7,Jr,2022
Brycen Goodine,Wing G,Providence,BE,16,12.9,1.625,37.5,0.278,0.556,4.9,9.1,10.4,3.5,3,75.7,16.7,Jr,2022
Quincy Guerrier,PF/C,Oregon,P12,28,81.8,13.6786,53,0.311,0.673,9.5,18.3,5,1.4,4.1,114.6,20,Jr,2022
Joseph Girard III,Scoring PG,Syracuse,ACC,28,69,9.75,45.3,0.333,0.78,0.9,10.2,23.8,2.9,0.3,96.5,22.2,Jr,2022
John Bol Ajak,C,Syracuse,ACC,10,4.5,0.2,25,0,0,4.5,4.1,6.1,1.1,4.6,67.6,6.8,So,2022
Jaren Holmes,Wing G,St. Bonaventure,A10,21,82.5,13.7619,49.4,0.381,0.643,4.9,13.3,12.1,1.7,0.4,103.7,22.8,Sr,2022
Zion Williams,Wing G,Gardner Webb,BSth,20,80.6,7.5909,48.5,0.25,0.639,5.6,17.1,14.8,2.8,0.8,90.9,18,Sr,2022
Jesse Edwards,C,Syracuse,ACC,18,14.2,1.8889,46.2,0,0.714,11.4,20.5,0,2.2,5.9,105.8,12.9,Jr,2022
Riley Burger,PF/C,Bradley,MVC,3,0.6,0,0,0,0,0,0,0,0,0,0,7,Jr,2022
Fred Rullo IV,PF/C,Delaware,CAA,2,0.5,0,0,0,0,40.7,0,0,0,0,21,20,Jr,2022
Max Abmas,Scoring PG,Oral Roberts,Sum,26,95.8,24.6071,58.1,0.433,0.894,1.4,7.9,22.3,2.1,0.4,121.8,28.9,Jr,2022
Matt Frost,Pure PG,Purdue,B10,2,0.4,2.5,125,1,0,0,0,86.3,0,0,246.1,15.7,Jr,2022
Elijah Lufile,,Oral Roberts,Sum,22,27.6,,51.2,0,0.618,18.9,19.4,2.3,1.7,0.4,109,20.7,Jr,2022
Jonathan Jackson Jr.,Combo G,Tarleton St.,WAC,12,52.2,9.2941,36.9,0.278,0.738,0.8,8,18.1,1.9,4,78,26.2,Sr,2022
Chase Coleman,Wing G,Virginia,ACC,5,0.6,0.4,100,0,0,0,20.7,0,0,0,200,6.4,Jr,2022
Mark Carter,,Alcorn St.,SWAC,14,9.3,,45.5,0,0.615,7.9,16,0,2.8,1,93.7,16.4,Sr,2022
Tre Armstrong,Wing G,Cal Baptist,WAC,19,82.9,11.3478,49.2,0.372,0.818,1.7,11.4,14.6,1.2,0.3,105.2,18.5,Jr,2022
Reed Nottage,Wing G,Cal Baptist,WAC,19,83.5,14.3478,56.2,0.409,0.744,5.1,10.1,12.6,0.6,0.3,104.3,19.9,Jr,2022
Michael Shanks,Stretch 4,Belmont,OVC,18,9.3,1.5556,42,0.1,0.538,9.9,16.2,11.4,1.5,0,91.9,19.3,So,2022
Tyson Etienne,Combo G,Wichita St.,Amer,20,86.4,16.3182,49.6,0.394,0.764,1.7,8.5,14.8,1.6,0.3,114.7,22.5,Jr,2022
Darin Green Jr.,Wing G,UCF,Amer,23,78.9,11.3043,51,0.361,0.722,2.7,7.9,7,1.7,0.8,103.7,17.8,Jr,2022
Ibrahim Famouke Doumbia,PF/C,Cal St. Fullerton,BW,5,3.5,0.4,12.5,0,0,7.6,25.3,5.6,0,3.6,52.5,12,Sr,2022
Harwin Francois,Wing G,McNeese St.,Slnd,13,38.3,7.6923,57.4,0.37,0.7,0.9,17.2,4.8,1.2,0.4,103.2,15.9,Sr,2022
Oscar Lopez Jr.,PF/C,Central Michigan,MAC,4,9.6,8.75,63.5,0.25,0.5,5.8,16.1,23.2,0.8,4.7,104.8,24,Jr,2022
T.J. Bickerstaff,Wing F,Boston College,ACC,20,60.9,10.2,52.3,0.136,0.839,8.3,17.9,11.9,1.6,1.5,108.4,23,Jr,2022
Mate Okros,Combo G,Drexel,CAA,17,55.1,7.1176,55.9,0.39,0.875,2.1,6,10.7,1.1,0.2,114.4,13.6,Jr,2022
Hunter McIntosh,Combo G,Elon,CAA,18,83.3,15.6842,49.4,0.348,0.907,2.5,9.5,15.5,1.2,0.2,103.4,25.9,Jr,2022
Gabe Quinnett,Combo G,Idaho,BSky,21,74.7,9.5714,53.5,0.439,0.944,0.4,5.2,12,0.8,0,91.4,17.7,Jr,2022
Andrew Muse,PF/C,Appalachian St.,SB,1,0.1,2.4,0,0,0,0,0,0,0,0,0,0,Jr,2022
Patrick McCaffery,Wing F,Iowa,B10,31,36.2,5.2258,48.5,0.302,0.707,6.3,12.6,10.2,1.5,2.7,112.7,17.9,So,2022
DeWayne Cox,Wing G,Prairie View A&M,SWAC,19,50.8,7,57.6,0.25,0.659,6.7,15.5,10.1,4.4,0.3,110.9,15.6,Sr,2022
Bryant Greene,PF/C,Appalachian St.,SB,2,0.1,2,0,0,0,0,0,0,0,0,0,0,Jr,2022
